INFO  2026-05-15 10:21:37,000 [14   ] c.Infrastructure.ControllerActionInvoker - Executed action AutoMail.Web.Host.Controllers.AntiForgeryController.SetCookie (AutoMail.Web.Host) in 71.2689ms
INFO  2026-05-15 10:21:37,006 [14   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'AutoMail.Web.Host.Controllers.AntiForgeryController.SetCookie (AutoMail.Web.Host)'
INFO  2026-05-15 10:21:37,011 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/AntiForgery/SetCookie - 200 - application/json;+charset=utf-8 100.4606ms
INFO  2026-05-15 10:21:37,276 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - - -
INFO  2026-05-15 10:21:37,325 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/v1/swagger.json - 200 - application/json;charset=utf-8 49.6623ms
INFO  2026-05-15 10:21:37,349 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/favicon-32x32.png - - -
INFO  2026-05-15 10:21:37,354 [14   ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
INFO  2026-05-15 10:21:37,358 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/swagger/favicon-32x32.png - 200 628 image/png 9.0537ms
INFO  2026-05-15 10:21:41,290 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/swagger-ui-standalone-preset.js - - -
INFO  2026-05-15 10:21:41,293 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - - -
INFO  2026-05-15 10:21:41,296 [6    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/2 GET https://localhost:44311/swagger/swagger-ui-bundle.js - - -
INFO  2026-05-15 10:21:41,332 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished HTTP/2 GET https://localhost:44311/_framework/aspnetcore-browser-refresh.js - 200 14939 application/javascript;+charset=utf-8 6.7407ms
